"","replication","l_seq","n_seq","motif","p.value","p.value.adj","criterion","nnoi","n.pos05","n.pos001","n.neg05","n.neg001","n.pos.adj05","n.pos.adj001","n.neg.adj05","n.neg.adj001"
"221",1,24,750,"3.2_2",0.241741809907075,1,"cs",25,0,0,9,3,0,0,3,2
"222",1,24,750,"2.3_3",0.00780838378949724,0.990302213478344,"cs",1,0,0,8,3,0,0,3,2
"223",1,24,750,"3.1.1_0.1",0.00884198404891379,0.990302213478344,"cs",1,0,0,8,3,0,0,3,2
"224",1,24,750,"2.3.4_2.1",1.45376526816676e-06,0.000488465130104032,"cs",1,0,0,8,2,0,0,2,1
"225",1,24,750,"1.4.4_1.2",8.29925888012895e-08,5.57710196744665e-05,"cs",1,0,0,8,2,0,0,2,1
"226",1,8,1000,"3.2_2",0.0141215099668607,0.190922814751957,"ig",25,7,2,92,19,2,1,21,7
"227",1,8,1000,"2.3_3",1.4987970153868e-07,1.68864463733579e-05,"ig",1,0,0,99,20,0,0,22,7
"228",1,8,1000,"3.1.1_0.1",0,0,"ig",1,0,0,99,20,0,0,22,7
"229",1,8,1000,"2.3.4_2.1",0,0,"ig",1,0,0,99,20,0,0,22,7
"230",1,8,1000,"1.4.4_1.2",0,0,"ig",1,1,0,98,20,0,0,22,7
"231",1,8,1000,"3.2_2",0.0141215099668607,0.190922814751957,"kl",25,7,2,92,19,2,1,21,7
"232",1,8,1000,"2.3_3",1.4987970153868e-07,1.68864463733579e-05,"kl",1,0,0,99,20,0,0,22,7
"233",1,8,1000,"3.1.1_0.1",0,0,"kl",1,0,0,99,20,0,0,22,7
"234",1,8,1000,"2.3.4_2.1",0,0,"kl",1,0,0,99,20,0,0,22,7
"235",1,8,1000,"1.4.4_1.2",0,0,"kl",1,1,0,98,20,0,0,22,7
"236",1,8,1000,"3.2_2",0.0141215099668607,0.190922814751957,"cs",25,7,2,92,19,2,1,21,7
"237",1,8,1000,"2.3_3",1.4987970153868e-07,1.68864463733579e-05,"cs",1,0,0,99,20,0,0,22,7
"238",1,8,1000,"3.1.1_0.1",0,0,"cs",1,0,0,99,20,0,0,22,7
"239",1,8,1000,"2.3.4_2.1",0,0,"cs",1,0,0,99,20,0,0,22,7
"240",1,8,1000,"1.4.4_1.2",0,0,"cs",1,1,0,98,20,0,0,22,7
"241",1,12,1000,"3.2_2",0.207243584774825,0.86610919585112,"ig",25,1,0,46,7,0,0,6,4
"242",1,12,1000,"2.3_3",0.00989674846268301,0.352115892672301,"ig",1,0,0,46,7,0,0,6,4
"243",1,12,1000,"3.1.1_0.1",7.1010826848313e-10,1.60011063164865e-07,"ig",1,0,0,46,6,0,0,5,3
"244",1,12,1000,"2.3.4_2.1",0,0,"ig",1,0,0,46,6,0,0,5,3
"245",1,12,1000,"1.4.4_1.2",0,0,"ig",1,1,0,45,6,0,0,5,3
"246",1,12,1000,"3.2_2",0.207243584774825,0.86610919585112,"kl",25,1,0,46,7,0,0,6,4
"247",1,12,1000,"2.3_3",0.00989674846268301,0.352115892672301,"kl",1,0,0,46,7,0,0,6,4
"248",1,12,1000,"3.1.1_0.1",7.1010826848313e-10,1.60011063164865e-07,"kl",1,0,0,46,6,0,0,5,3
